Area_Name,Latitude,Longitude,Crime_Rate,Lighting,Police_Distance,Time,Crowd_Density,Risk_Level
Kadma,22.815417,86.22212,5,Poor,0.78,Night,High,High
Kadma,22.815948,86.221913,1,Good,0.32,Day,High,Low
Sitaramdera,22.772294,86.165501,5,Poor,1.47,Day,Low,Medium
Jugsalai,22.787845,86.183341,6,Poor,0.5,Night,Low,High
Bhalubasa,22.762323,86.146328,5,Good,1.7,Day,Medium,Medium
Jugsalai,22.786832,86.180464,3,Good,0.72,Day,Medium,Low
Ulidih,22.790078,86.212318,3,Good,2.73,Day,Medium,Low
Bagbera,22.830694,86.227049,3,Good,2.7,Day,Medium,Low
Sonari,22.817706,86.161919,3,Good,1.28,Day,Medium,Low
Jharkhand Colony,22.783046,86.206843,9,Poor,1.68,Night,Low,High
Adityapur,22.784729,86.136021,7,Poor,0.1,Night,Low,High
Sakchi Market,22.807125,86.20299,6,Poor,0.42,Night,Low,High
Parsudih,22.804072,86.170028,2,Good,2.72,Day,Medium,Low
Baridih,22.835172,86.183438,1,Good,2.0,Day,High,Low
Pathargora,22.801598,86.20206,7,Good,0.43,Night,Low,High
Birsa Chowk,22.7981,86.1832,3,Good,0.16,Day,High,Low
Chhota Govindpur,22.752003,86.138289,7,Good,2.59,Night,Low,High
Telco,22.764175,86.155582,4,Poor,1.68,Night,Medium,Medium
Azadnagar,22.805854,86.19526,1,Good,0.74,Day,Medium,Low
Dimna,22.74362,86.21031,3,Good,3.04,Day,Low,Medium
Mango,22.829792,86.201646,5,Poor,1.78,Day,Medium,Medium
Mango Bazar,22.830716,86.205667,3,Poor,1.52,Day,Medium,Medium
Telco,22.764722,86.155651,6,Poor,1.81,Night,Medium,Medium
Jugsalai More,22.786524,86.179072,1,Good,0.62,Day,High,Low
Burma Mines,22.824338,86.179015,4,Good,3.3,Day,Low,Medium
Kadma,22.814643,86.220152,5,Good,0.98,Night,Medium,Medium
Dimna,22.740344,86.21137,6,Poor,3.32,Night,Low,High
Jugsalai,22.790661,86.181197,2,Good,0.44,Day,Medium,Low
Mango,22.830603,86.201601,5,Poor,1.76,Night,Medium,Medium
Sitaramdera,22.772915,86.162329,4,Good,1.4,Day,Medium,Low
Mango,22.831488,86.197624,5,Poor,1.01,Night,Medium,Medium
Golmuri,22.783038,86.172048,7,Poor,0.61,Night,Low,High
Dimna,22.741628,86.212619,3,Good,2.61,Day,Low,Medium
Golmuri,22.782552,86.172578,4,Good,1.21,Day,Medium,Medium
Parsudih,22.800829,86.170098,10,Poor,2.41,Night,Low,High
Jugsalai More,22.788049,86.179037,7,Poor,0.74,Night,Low,High
Bagbera,22.829124,86.22964,3,Poor,2.51,Day,Low,Medium
Birsa Chowk,22.799912,86.184933,4,Poor,0.1,Night,Medium,Medium
Parsudih,22.797648,86.171466,4,Good,2.33,Day,Medium,Low
Sakchi Market,22.804422,86.202877,8,Poor,0.66,Night,Low,High
Parsudih,22.802951,86.169578,4,Good,2.54,Day,Medium,Low
Boram Basti,22.841744,86.219945,2,Good,4.4,Day,Low,Medium
Baridih,22.833756,86.18405,8,Poor,2.79,Night,Low,High
Sitaramdera,22.771015,86.166603,2,Good,1.19,Day,Medium,Low
Pathargora,22.797458,86.201352,2,Good,0.99,Day,High,Low
Bistupur,22.794882,86.189035,4,Poor,0.21,Night,Low,Medium
Baridih,22.836586,86.184767,6,Poor,1.41,Night,Low,High
Birsa Chowk,22.798126,86.184344,2,Good,0.18,Day,High,Low
Gamharia,22.769303,86.118695,5,Good,1.44,Day,Medium,Medium
Sidhgora,22.806502,86.188789,4,Good,0.71,Day,High,Low
Sonari,22.816554,86.160624,4,Good,1.53,Night,Medium,Medium
Azadnagar,22.807785,86.19655,5,Poor,0.32,Night,Low,High
Jugsalai More,22.787926,86.179657,5,Good,1.41,Night,Medium,Medium
Gamharia,22.768054,86.120647,3,Good,1.81,Day,Medium,Medium
Parsudih,22.800254,86.169732,9,Poor,1.93,Night,Low,High
Sakchi Market,22.804956,86.20041,3,Good,1.21,Day,High,Low
Chhota Govindpur,22.750206,86.138365,9,Poor,2.54,Night,Low,High
Adityapur,22.782794,86.133857,4,Poor,0.88,Night,High,Medium
Parsudih,22.800961,86.167837,1,Good,2.24,Day,Medium,Low
Chhota Govindpur,22.752859,86.138679,1,Good,2.61,Day,Medium,Low
Burma Mines,22.825888,86.180544,3,Good,3.12,Day,Medium,Low
Lal Building,22.801313,86.1797,2,Good,0.61,Day,High,Low
Mango Bazar,22.82867,86.206035,2,Good,1.87,Day,High,Low
Ulidih,22.790087,86.210433,9,Poor,2.17,Night,Low,High
Bistupur,22.795997,86.189179,4,Good,0.69,Night,Medium,Low
Lal Building,22.799869,86.183302,6,Poor,0.66,Night,Low,High
Mango,22.830082,86.201925,3,Good,1.57,Day,Medium,Low
Parsudih,22.800209,86.171493,8,Poor,2.45,Night,Low,High
Baridih,22.830473,86.183376,7,Poor,1.49,Night,Low,High
Baridih,22.836743,86.184765,4,Good,2.21,Day,High,Low
Burma Mines,22.825495,86.176721,5,Poor,3.01,Day,Low,Medium
Sonari,22.816774,86.159456,4,Good,1.66,Day,Medium,Low
Golmuri,22.78481,86.173308,9,Poor,1.45,Night,Low,High
Jharkhand Colony,22.783329,86.207809,2,Good,1.4,Day,Medium,Low
Jugsalai,22.787672,86.18084,5,Good,1.28,Day,High,Medium
Karandih,22.813847,86.212975,4,Good,2.59,Day,Medium,Medium
Bistupur,22.797205,86.190829,1,Good,0.61,Day,High,Low
Sakchi,22.8034,86.207393,5,Poor,0.66,Night,Low,High
Bistupur,22.794755,86.190558,2,Good,0.1,Night,Medium,Low
Marine Drive,22.771698,86.163537,7,Poor,1.25,Night,Low,High
Sakchi,22.804332,86.203388,3,Good,0.92,Day,High,Low
Mango Bazar,22.830779,86.203342,4,Poor,1.84,Day,Low,Medium
Jugsalai More,22.788039,86.180442,9,Poor,0.73,Night,Low,High
Marine Drive,22.768999,86.16,1,Good,0.53,Day,High,Low
Mango Bazar,22.830298,86.203224,6,Poor,1.06,Night,Low,High
Sakchi Market,22.805459,86.203128,6,Poor,1.62,Night,Low,High
Kadma,22.811188,86.220701,1,Good,0.22,Day,High,Low
Mango,22.830732,86.198934,5,Poor,2.0,Night,Medium,Medium
Dimna,22.741866,86.210545,1,Good,3.17,Day,Low,Medium
Boram Basti,22.843283,86.216961,8,Poor,4.14,Night,Low,High
Sonari,22.81982,86.161116,3,Good,2.02,Night,Medium,Medium
Marine Drive,22.770622,86.159786,6,Good,1.01,Night,Medium,Medium
Bhalubasa,22.75759,86.147442,7,Poor,1.96,Night,Low,High
Sitaramdera,22.771845,86.166665,4,Good,1.23,Day,Medium,Low
Golmuri,22.782334,86.17405,2,Good,1.16,Day,High,Low
Agrico,22.777945,86.174741,4,Poor,0.81,Day,Medium,Medium
Birsa Chowk,22.795527,86.185309,3,Poor,0.53,Night,Medium,Medium
Sakchi Market,22.802689,86.201867,4,Poor,1.45,Day,Medium,Medium
Jharkhand Colony,22.785784,86.205237,3,Good,1.85,Day,Medium,Low
Sidhgora,22.810554,86.188063,6,Poor,1.31,Night,Low,High
Kadma,22.812969,86.221907,4,Good,0.39,Night,Medium,Medium
Gamharia,22.768637,86.121274,1,Good,2.27,Day,High,Low
Adityapur,22.784174,86.135686,9,Poor,0.67,Night,Low,High
Sitaramdera,22.7723,86.162972,7,Poor,0.83,Night,Low,High
Agrico,22.777485,86.170722,5,Good,0.97,Day,High,Low
Sidhgora,22.81232,86.189195,5,Poor,0.7,Night,Medium,Medium
Mango,22.830123,86.203077,7,Poor,1.2,Night,Low,High
Bagbera,22.830088,86.230331,4,Poor,3.23,Day,Low,Medium
Jugsalai,22.786217,86.179938,4,Good,0.75,Day,High,Medium
Jugsalai More,22.786459,86.177821,5,Poor,0.77,Night,Medium,Medium
Karandih,22.815265,86.208974,4,Good,2.58,Day,Medium,Low
Ulidih,22.789441,86.208873,7,Poor,2.17,Night,Low,High
Pathargora,22.801272,86.201403,6,Poor,0.47,Night,Medium,Medium
Jharkhand Colony,22.78449,86.206519,4,Good,1.95,Day,Medium,Low
Sakchi,22.806872,86.201325,5,Good,0.57,Day,High,Low
Sakchi,22.804817,86.20403,3,Good,1.73,Day,High,Low
Mango,22.832116,86.201976,9,Poor,1.01,Night,Low,High
Kadma,22.814432,86.21963,2,Good,0.4,Day,High,Low
Parsudih,22.802827,86.168874,4,Poor,2.32,Day,Low,Medium
Mango Bazar,22.830085,86.203511,3,Poor,2.31,Day,Medium,Medium
Sonari,22.81869,86.162245,8,Poor,1.34,Night,Low,High
Burma Mines,22.824696,86.175434,3,Good,3.15,Night,Medium,Low
Birsa Chowk,22.799819,86.185197,3,Good,0.39,Day,High,Low
Sidhgora,22.811189,86.190954,8,Poor,0.82,Night,Low,High
Mango,22.830588,86.203369,6,Poor,1.93,Night,Medium,Medium
Bagbera,22.831315,86.228997,10,Poor,3.53,Night,Low,High
Burma Mines,22.824155,86.177182,6,Poor,2.84,Night,Low,High
Dimna,22.744328,86.209687,2,Good,3.57,Day,Low,Medium
Sakchi,22.806124,86.203337,3,Good,0.15,Day,High,Low
Jharkhand Colony,22.785016,86.205146,3,Poor,1.93,Night,Low,High
Ulidih,22.790201,86.210906,5,Poor,1.92,Day,Low,Medium
Chhota Govindpur,22.75307,86.138312,5,Poor,2.73,Night,Low,High
Mango,22.829059,86.201595,8,Poor,0.91,Night,Low,High
Jugsalai,22.788598,86.179987,8,Poor,0.84,Night,Low,High
Karandih,22.815451,86.209785,7,Poor,2.01,Night,Low,High
Sakchi,22.802606,86.205462,3,Good,0.85,Day,High,Low
Boram Basti,22.842712,86.215903,5,Poor,3.77,Night,Low,High
Sitaramdera,22.770127,86.164581,8,Poor,0.9,Night,Low,High
Bistupur,22.795758,86.185788,2,Good,0.9,Night,Medium,Low
Sakchi Market,22.80506,86.20223,1,Good,1.11,Day,High,Low
Gamharia,22.768904,86.121572,9,Poor,2.4,Night,Low,High
Jharkhand Colony,22.784124,86.205254,3,Good,2.45,Day,Medium,Low
Ulidih,22.7901,86.209825,1,Good,1.93,Day,Medium,Low
Sakchi,22.80337,86.204893,2,Good,1.32,Day,High,Low
Parsudih,22.802052,86.169496,7,Poor,1.99,Day,Low,Medium
Agrico,22.776854,86.174229,3,Good,1.16,Day,High,Low
Baridih,22.838432,86.186073,1,Good,1.83,Day,High,Low
Pathargora,22.801836,86.195686,2,Good,0.27,Day,High,Low
Mango,22.828643,86.200885,3,Good,1.72,Day,Medium,Low
Telco,22.763523,86.153383,3,Good,1.43,Day,High,Low
Jharkhand Colony,22.785721,86.203756,4,Poor,2.22,Night,Low,High
Jharkhand Colony,22.783386,86.207212,4,Poor,1.98,Day,Low,High
Mango,22.828354,86.200438,3,Good,1.55,Day,Medium,Low
Azadnagar,22.807281,86.198839,4,Good,1.18,Night,High,Medium
Lal Building,22.799377,86.179888,7,Poor,0.51,Night,Low,High
Pathargora,22.80298,86.198374,4,Poor,0.79,Night,Medium,Medium
Parsudih,22.802603,86.170144,2,Good,2.57,Day,Medium,Low
Parsudih,22.801612,86.168488,6,Poor,2.79,Day,Low,Medium
Adityapur,22.789394,86.134661,2,Good,0.1,Day,Medium,Low
Baridih,22.832413,86.184832,2,Good,1.95,Day,High,Low
Jharkhand Colony,22.782773,86.204786,3,Good,1.42,Day,Medium,Low
Telco,22.764616,86.154544,1,Good,1.2,Day,High,Low
Sidhgora More,22.814392,86.192269,3,Good,1.47,Day,High,Low
Marine Drive,22.772697,86.160962,3,Good,1.13,Day,High,Low
Mango,22.832333,86.203422,3,Good,1.54,Day,Medium,Low
Dimna,22.741809,86.209696,3,Good,3.76,Day,Medium,Medium
Chhota Govindpur,22.750984,86.13941,5,Poor,2.08,Night,Low,High
Sidhgora More,22.809757,86.191216,3,Good,0.72,Day,High,Low
Jugsalai More,22.785825,86.182205,2,Good,0.93,Day,High,Low
Ulidih,22.792239,86.211035,2,Good,1.19,Day,Medium,Low
Ulidih,22.789634,86.207151,3,Good,1.86,Day,Medium,Low
Mango Bazar,22.830833,86.200085,4,Good,1.99,Day,High,Low
Jugsalai,22.789462,86.179855,3,Good,1.05,Day,Medium,Low
Lal Building,22.797505,86.182345,7,Poor,0.53,Night,Low,High
Boram Basti,22.842079,86.21795,2,Good,4.51,Day,Medium,Medium
Dimna,22.741355,86.210772,6,Poor,3.58,Day,Low,High
Bagbera,22.829558,86.229737,5,Poor,3.29,Day,Low,Medium
Ulidih,22.78912,86.212096,4,Poor,2.09,Day,Low,Medium
Chhota Govindpur,22.751043,86.141158,4,Poor,2.84,Night,Low,High
Telco,22.765338,86.155116,7,Poor,0.88,Night,Low,High
Jugsalai,22.788632,86.182818,6,Poor,1.14,Night,Low,High
Karandih,22.81467,86.207527,1,Good,3.13,Day,Medium,Low
Sakchi,22.805156,86.202772,3,Good,1.28,Day,High,Low
Mango,22.829097,86.201206,8,Poor,1.36,Night,Low,High
Dimna,22.744022,86.210903,7,Poor,3.17,Night,Low,High
Boram Basti,22.841691,86.215427,9,Poor,4.65,Night,Low,High
Sitaramdera,22.771275,86.164609,5,Poor,1.39,Night,Low,Medium
Karandih,22.813808,86.210601,2,Good,2.72,Day,Medium,Low
Dimna,22.742638,86.210716,7,Poor,3.28,Night,Low,High
Adityapur,22.788606,86.135979,7,Poor,0.65,Night,Medium,High
Bagbera,22.829905,86.231142,5,Poor,2.72,Day,Low,Medium
Golmuri,22.782383,86.174209,4,Good,1.22,Day,High,Low
Sakchi Market,22.806378,86.203012,3,Poor,1.38,Day,Medium,Medium
Jugsalai,22.787592,86.180798,5,Good,1.27,Day,High,Medium
Boram,22.840426,86.22022,6,Poor,4.25,Night,Low,High
Lal Building,22.799092,86.183192,1,Good,0.1,Day,High,Low
Kadma,22.815421,86.221332,3,Poor,0.67,Day,High,Low
Azadnagar,22.805114,86.196543,7,Good,1.75,Night,Low,High
Bistupur,22.798497,86.189142,2,Good,0.2,Night,Medium,Low
Adityapur,22.784226,86.135268,5,Poor,0.48,Night,Medium,Medium
Jugsalai More,22.786561,86.18185,1,Good,1.29,Day,High,Low
Karandih,22.8171,86.213493,1,Good,2.82,Day,Medium,Low
Gamharia,22.770252,86.121054,3,Good,2.87,Day,High,Low
Azadnagar,22.809407,86.195308,2,Good,0.74,Day,Medium,Low
Mango,22.829996,86.201768,2,Good,1.15,Day,Medium,Low
Bhalubasa,22.760386,86.148703,2,Good,1.83,Day,High,Low
Agrico,22.780858,86.17392,5,Poor,0.48,Night,Low,High
Dimna,22.740729,86.212243,2,Good,3.43,Day,Low,Medium
Sonari,22.816543,86.159474,7,Poor,1.78,Night,Low,High
Boram,22.838807,86.222271,5,Poor,4.36,Night,Low,High
Boram Basti,22.84322,86.220776,4,Poor,4.41,Night,Low,High
Marine Drive,22.767585,86.160852,2,Good,1.46,Day,High,Low
Burma Mines,22.825896,86.178888,3,Good,2.86,Day,Low,Low
Pathargora,22.80279,86.199638,8,Poor,1.03,Night,Low,High
Azadnagar,22.809022,86.196009,3,Good,2.41,Day,Medium,Medium
Mango,22.831968,86.202047,6,Poor,1.74,Night,Medium,Medium
Bagbera,22.830546,86.23095,7,Poor,3.13,Night,Low,High
Marine Drive,22.772039,86.161081,4,Good,0.85,Day,High,Low
Sakchi,22.805408,86.20384,6,Poor,0.58,Night,Low,High
Sidhgora More,22.81031,86.193348,4,Good,0.83,Day,High,Low
Karandih,22.813283,86.21118,1,Good,2.41,Day,Medium,Low
Sakchi Market,22.804146,86.200463,6,Poor,0.89,Day,Medium,Medium
Sakchi,22.80454,86.204148,4,Good,1.42,Day,High,Low
Burma Mines,22.825263,86.180788,4,Poor,3.44,Day,Low,Medium
Agrico,22.774797,86.17296,5,Poor,0.84,Day,Low,High
Bistupur,22.796071,86.189949,3,Good,0.1,Day,High,Low
Parsudih,22.801243,86.167624,6,Poor,2.97,Day,Low,Medium
Ulidih,22.790821,86.209955,4,Poor,2.18,Day,Low,Medium
Sidhgora More,22.81344,86.191038,3,Good,0.3,Day,High,Low
Karandih,22.815278,86.212069,3,Good,2.85,Day,Medium,Low
Bhalubasa,22.758636,86.150461,7,Poor,1.76,Night,Low,High
Sidhgora,22.807273,86.189851,6,Poor,0.1,Night,Low,High
Dimna,22.744031,86.211757,1,Good,3.21,Day,Low,Medium
Jharkhand Colony,22.782696,86.207476,5,Poor,1.86,Night,Low,High
Jharkhand Colony,22.7853,86.204951,6,Poor,2.16,Night,Low,High
Ulidih,22.792096,86.210195,6,Poor,2.02,Day,Low,Medium
Telco,22.762684,86.1561,3,Good,0.81,Day,High,Low
Pathargora,22.802831,86.198736,7,Poor,0.85,Night,Low,High
Parsudih,22.803139,86.169165,6,Poor,2.34,Day,Medium,Medium
Sakchi Market,22.806529,86.205214,5,Poor,1.09,Day,Low,High
Agrico,22.774855,86.17225,4,Poor,0.51,Day,Medium,Medium
Birsa Chowk,22.79772,86.186281,2,Good,0.1,Day,High,Low
Baridih,22.83308,86.185786,1,Good,2.26,Day,High,Low
Parsudih,22.801985,86.168754,5,Poor,2.59,Day,Low,Medium
Baridih,22.83562,86.185332,2,Good,2.32,Day,High,Low
Birsa Chowk,22.794953,86.187629,5,Poor,0.11,Night,Medium,Medium
Boram Basti,22.841549,86.21883,4,Good,3.92,Day,Low,Medium
Golmuri,22.785301,86.175365,4,Good,1.48,Day,Medium,Medium
Agrico,22.778222,86.175401,7,Poor,0.37,Night,Low,High
Ulidih,22.790219,86.209566,2,Good,2.64,Day,Medium,Low
Boram Basti,22.841453,86.21643,3,Good,4.66,Day,Low,Medium
Sitaramdera,22.770412,86.167653,6,Poor,1.5,Night,Low,High
Kadma,22.813474,86.221605,2,Good,0.36,Day,High,Low
Gamharia,22.770078,86.12134,9,Poor,1.71,Night,Medium,High
Jugsalai,22.789223,86.179957,3,Good,0.63,Day,High,Medium
Sidhgora,22.811045,86.190583,7,Poor,0.25,Night,Low,High
Jugsalai More,22.787129,86.178355,4,Poor,0.46,Night,Medium,Medium
Sakchi Market,22.806642,86.202096,5,Good,1.13,Night,Low,High
Adityapur,22.785238,86.133228,4,Poor,0.73,Night,Medium,Medium
Karandih,22.812834,86.208684,3,Good,2.23,Day,Medium,Low
Chhota Govindpur,22.752716,86.139545,9,Poor,3.04,Night,Low,High
Bagbera,22.83019,86.22656,4,Good,3.26,Day,Medium,Low
Chhota Govindpur,22.752745,86.13826,7,Poor,3.33,Night,Low,High
Sidhgora More,22.809103,86.193174,3,Good,1.1,Day,High,Low
Ulidih,22.792686,86.210521,10,Poor,2.57,Night,Low,High
Pathargora,22.803066,86.198389,7,Poor,0.77,Night,High,High
Pathargora,22.801568,86.200822,2,Good,0.94,Day,High,Low
Ulidih,22.788597,86.208683,4,Poor,1.75,Day,Low,Medium
Mango,22.832016,86.202083,5,Poor,1.46,Night,Medium,Medium
Boram,22.838347,86.219827,9,Poor,3.99,Night,Low,High
Azadnagar,22.809392,86.195512,6,Poor,0.91,Night,Low,High
Telco,22.76408,86.154863,9,Good,1.26,Night,Low,High
Boram Basti,22.844581,86.221839,7,Poor,4.42,Night,Low,High
Golmuri,22.783823,86.173162,4,Good,1.14,Day,Medium,Medium
Karandih,22.817371,86.21034,1,Good,2.54,Day,Medium,Low
Sitaramdera,22.770898,86.166172,5,Poor,0.94,Day,Low,Medium
Pathargora,22.802028,86.198556,2,Good,0.98,Night,High,Low
Telco,22.766207,86.152609,4,Poor,1.22,Night,Medium,Medium
Bagbera,22.830993,86.229098,4,Poor,2.74,Day,Low,Medium
Mango,22.832051,86.202139,10,Poor,1.43,Night,Low,High
Sakchi Market,22.804269,86.201487,2,Good,0.29,Day,Low,Low
Sitaramdera,22.772127,86.164653,4,Good,1.21,Day,Low,Medium
Dimna,22.744873,86.211366,3,Good,3.43,Day,Medium,Medium
Karandih,22.813942,86.20879,7,Poor,2.4,Night,Low,High
Mango,22.831259,86.200867,6,Poor,2.05,Night,Medium,Medium
Bhalubasa,22.759671,86.145729,3,Good,1.0,Day,High,Low
Sonari,22.819309,86.162481,7,Poor,2.05,Night,Low,High
Sitaramdera,22.772127,86.165344,6,Poor,1.97,Night,Low,High
Ulidih,22.788818,86.211193,4,Poor,2.58,Day,Low,Medium
Burma Mines,22.824609,86.176282,1,Good,2.99,Day,Medium,Low
Jharkhand Colony,22.784217,86.204712,2,Good,1.5,Day,Medium,Low
Mango,22.830246,86.199082,4,Poor,1.02,Night,Medium,Medium
Pathargora,22.804359,86.199631,1,Good,0.46,Day,High,Low
Boram,22.841515,86.222223,7,Poor,3.76,Night,Low,High
Bistupur,22.796835,86.187219,4,Good,0.25,Night,Medium,Low
Birsa Chowk,22.797855,86.182951,7,Good,0.19,Night,Low,High
Sakchi Market,22.803764,86.20098,4,Poor,0.86,Day,Medium,Medium
Burma Mines,22.827961,86.175584,3,Good,3.17,Day,Medium,Low
Sakchi Market,22.803485,86.200056,1,Good,0.47,Day,High,Low
Azadnagar,22.806171,86.197006,5,Good,0.76,Day,High,Medium
Mango,22.830941,86.198831,3,Good,1.44,Day,Medium,Low
Sakchi Market,22.804533,86.202468,7,Poor,0.83,Night,Low,High
Birsa Chowk,22.797497,86.185039,3,Good,0.94,Night,High,Low
Kadma,22.812323,86.220603,3,Good,0.68,Night,Medium,Medium
Lal Building,22.79918,86.182341,1,Good,0.1,Day,High,Low
Bhalubasa,22.758936,86.146594,6,Poor,1.55,Night,Low,High
Telco,22.766992,86.156261,8,Poor,1.29,Night,Low,High
Azadnagar,22.805986,86.194952,7,Poor,0.96,Night,Low,High
Boram,22.839214,86.21942,7,Poor,3.58,Night,Low,High
Karandih,22.81516,86.209242,6,Poor,3.22,Night,High,High
Birsa Chowk,22.800002,86.186034,3,Poor,0.1,Night,Medium,Medium
Telco,22.764483,86.155817,7,Poor,1.33,Night,Low,High
Gamharia,22.771353,86.116067,1,Poor,2.07,Day,High,Low
Parsudih,22.799293,86.169381,4,Poor,2.71,Day,Low,Medium
Lal Building,22.801757,86.179383,1,Good,1.0,Day,High,Low
Lal Building,22.799987,86.181488,2,Good,0.6,Day,High,Low
Mango Bazar,22.830928,86.202838,5,Poor,1.4,Night,Low,High
Baridih,22.83396,86.184472,4,Good,2.39,Day,Medium,Medium
Jharkhand Colony,22.782158,86.205751,4,Good,1.68,Day,Medium,Low
Chhota Govindpur,22.7495,86.14108,2,Good,2.86,Day,Medium,Low
Bhalubasa,22.758856,86.14684,7,Poor,0.95,Night,Low,High
Burma Mines,22.825882,86.176785,6,Poor,2.64,Day,Low,Medium
Birsa Chowk,22.797558,86.184946,4,Poor,0.32,Night,Medium,Medium
Azadnagar,22.803677,86.193684,3,Good,1.13,Day,High,Medium
Jugsalai,22.786936,86.180385,7,Poor,0.1,Night,Low,High
Mango Bazar,22.830423,86.205022,6,Poor,1.77,Night,Low,High
Karandih,22.814482,86.207741,3,Good,2.31,Day,High,Low
Karandih,22.814807,86.20949,2,Good,3.05,Day,Medium,Low
Mango Bazar,22.832549,86.202112,6,Poor,1.48,Night,Low,High
Marine Drive,22.771874,86.163008,6,Poor,0.91,Night,Low,High
Bagbera,22.833008,86.229193,8,Poor,3.13,Night,Low,High
Birsa Chowk,22.796563,86.18428,4,Good,0.1,Day,High,Low
Sakchi,22.803316,86.201354,6,Poor,1.24,Night,Low,High
Bistupur,22.797448,86.187714,5,Poor,0.5,Night,Low,Medium
Parsudih,22.800519,86.169405,2,Good,2.45,Day,Medium,Low
Ulidih,22.791291,86.208671,5,Poor,2.41,Day,Low,Medium
Marine Drive,22.770311,86.161483,3,Good,0.95,Night,High,Medium
Bagbera,22.832369,86.230407,9,Poor,2.65,Night,Low,High
Mango Bazar,22.832564,86.204278,6,Poor,1.74,Night,Low,High
Jugsalai,22.789892,86.180608,3,Good,0.32,Day,High,Medium
Azadnagar,22.805382,86.196365,3,Good,0.61,Night,Medium,Low
Burma Mines,22.824854,86.17768,7,Poor,3.29,Day,Low,Medium
Birsa Chowk,22.798542,86.187187,5,Poor,0.48,Night,Medium,Medium
Adityapur,22.783541,86.134374,3,Good,0.1,Day,High,Low
Sakchi Market,22.807208,86.202013,2,Good,0.68,Day,High,Low
Bhalubasa,22.761118,86.147313,2,Good,1.08,Day,Medium,Medium
Burma Mines,22.824482,86.177226,6,Poor,3.62,Night,Low,High
Jharkhand Colony,22.785957,86.205357,5,Poor,2.22,Night,Low,High
Jharkhand Colony,22.783054,86.206229,7,Poor,1.75,Night,Low,High
Kadma,22.810743,86.220373,1,Good,0.8,Day,High,Low
Mango Bazar,22.832511,86.20319,4,Poor,1.13,Day,Medium,Medium
Marine Drive,22.768082,86.160276,3,Good,1.06,Day,High,Low
Lal Building,22.799706,86.182538,5,Poor,0.44,Night,Low,High
Azadnagar,22.806309,86.193439,4,Good,1.16,Day,High,Medium
Marine Drive,22.770578,86.158613,4,Good,1.27,Day,High,Low
Telco,22.766273,86.152951,4,Poor,1.19,Night,Medium,Medium
Golmuri,22.784971,86.174349,5,Good,1.03,Day,High,Medium
Mango,22.831225,86.199649,5,Poor,1.44,Night,Medium,Medium
Mango,22.829214,86.200256,8,Poor,1.4,Night,Low,High
Sonari,22.819441,86.160209,7,Poor,1.65,Night,Low,High
Boram,22.837742,86.219395,9,Poor,4.08,Night,Low,High
Birsa Chowk,22.801343,86.183314,5,Poor,0.44,Night,Medium,Medium
Sitaramdera,22.769896,86.166137,4,Poor,1.27,Day,Low,Medium
Birsa Chowk,22.79848,86.185719,4,Good,0.1,Day,High,Low
Gamharia,22.768022,86.120225,3,Good,1.65,Day,Medium,Medium
Birsa Chowk,22.797905,86.184547,4,Poor,0.44,Night,Medium,Medium
Boram Basti,22.84202,86.214943,3,Good,4.72,Day,Low,Medium
Sitaramdera,22.771207,86.164313,7,Poor,1.25,Night,Low,High
Sonari,22.820716,86.160858,4,Good,1.66,Night,Medium,Medium
Bhalubasa,22.76034,86.148371,3,Good,1.48,Day,Medium,Medium
Jharkhand Colony,22.783306,86.20593,2,Good,1.5,Day,Medium,Low
Baridih,22.8348,86.185487,5,Good,2.46,Day,Medium,Medium
Sonari,22.82083,86.163895,6,Poor,1.87,Night,Low,High
Lal Building,22.801363,86.181148,7,Poor,0.17,Night,Low,High
Marine Drive,22.768292,86.159085,4,Good,1.24,Night,Medium,Medium
Sonari,22.817979,86.163557,2,Good,1.62,Day,Medium,Low
Bistupur,22.797112,86.187949,4,Good,0.96,Night,Medium,Low
Karandih,22.81553,86.20963,4,Good,2.53,Day,Medium,Medium
Chhota Govindpur,22.750424,86.14277,8,Poor,2.85,Night,Low,High
Mango Bazar,22.832124,86.203867,2,Good,1.8,Day,High,Low
Bhalubasa,22.758664,86.147714,4,Good,1.14,Day,High,Low
Mango Bazar,22.832956,86.201971,3,Poor,1.67,Day,Medium,Medium
Sakchi,22.805394,86.20489,5,Poor,0.9,Day,Low,Medium
Burma Mines,22.823302,86.17831,5,Poor,2.46,Day,Low,Medium
Sidhgora,22.809206,86.190037,2,Good,0.79,Day,High,Low
Parsudih,22.80038,86.170014,8,Poor,2.48,Night,Low,High
Sakchi Market,22.80524,86.20332,8,Poor,0.95,Night,Low,High
Azadnagar,22.805694,86.196825,6,Poor,1.01,Night,Low,High
Chhota Govindpur,22.750282,86.141326,3,Good,2.89,Day,Medium,Low
Mango,22.828309,86.201677,1,Good,1.97,Day,Medium,Low
Boram,22.840824,86.220832,6,Poor,3.59,Day,Low,High
Azadnagar,22.806429,86.194903,2,Good,0.88,Day,Medium,Low
